x,y,COOLING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SNOW_ON_GROUND,TOTAL_PRECIPITATION,MAX_TEMPERATURE,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_DAY,LOCAL_YEAR,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST_FLAG,ID,CLIMATE_IDENTIFIER,PROVINCE_CODE,MIN_REL_HUMIDITY
-52.742777777777775,47.62222222222222,,,,91,,0,,4,ST JOHN'S A,1982-04-14 00:00:00,-0.3,4,7.6,4.9,18,,,,,,14,1982,,,0,18.3,-5.4,,7.6,,8403506.1982.4.14,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,,0,,4,ST JOHN'S A,1982-04-15 00:00:00,-0.5,1,0.2,4.4,24,,,,,,15,1982,,,0.2,18.5,-5.4,,0,,8403506.1982.4.15,8403506,NL,
-52.742777777777775,47.62222222222222,,,,61,,0,,4,ST JOHN'S A,1982-04-16 00:00:00,-0.2,1,0,5.2,26,T,,,T,,16,1982,,,0,18.2,-5.5,T,0,,8403506.1982.4.16,8403506,NL,
-52.742777777777775,47.62222222222222,,,,43,,0,,4,ST JOHN'S A,1982-04-17 00:00:00,6.3,1,0,14.4,24,,,,T,,17,1982,,,0,11.7,-1.8,T,0,,8403506.1982.4.17,8403506,NL,
-52.742777777777775,47.62222222222222,,,,52,T,0,,4,ST JOHN'S A,1982-04-18 00:00:00,4.4,0,0.6,11,21,,,,,,18,1982,,,0,13.6,-2.2,,0.6,,8403506.1982.4.18,8403506,NL,
-52.742777777777775,47.62222222222222,,,,83,T,0,,4,ST JOHN'S A,1982-04-19 00:00:00,5.2,0,0.4,11.5,25,,,,,,19,1982,,,0,12.8,-1.2,,0.4,,8403506.1982.4.19,8403506,NL,
-52.742777777777775,47.62222222222222,,,,54,T,0,,4,ST JOHN'S A,1982-04-20 00:00:00,-1.3,0,0,3,28,,,,,,20,1982,,,0,19.3,-5.5,,0,,8403506.1982.4.20,8403506,NL,
-52.742777777777775,47.62222222222222,,,,70,T,0,,4,ST JOHN'S A,1982-04-21 00:00:00,2.1,0,2,9.8,18,,,,,,21,1982,,,0,15.9,-5.6,,2,,8403506.1982.4.21,8403506,NL,
-52.742777777777775,47.62222222222222,,,,74,T,0,,4,ST JOHN'S A,1982-04-22 00:00:00,3.6,0,9.8,8.9,21,,,,,,22,1982,,,0,14.4,-1.8,,9.8,,8403506.1982.4.22,8403506,NL,
-52.742777777777775,47.62222222222222,,,,35,T,0,,4,ST JOHN'S A,1982-04-23 00:00:00,1.1,0,0,4.4,24,T,,,,,23,1982,,,0,16.9,-2.3,T,0,,8403506.1982.4.23,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,T,0,,4,ST JOHN'S A,1982-04-24 00:00:00,1.6,0,0,5.8,25,,,,,,24,1982,,,0,16.4,-2.6,,0,,8403506.1982.4.24,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,T,0,,4,ST JOHN'S A,1982-04-25 00:00:00,1.9,0,0,5.7,31,T,,,,,25,1982,,,0,16.1,-2,T,0,,8403506.1982.4.25,8403506,NL,
-52.742777777777775,47.62222222222222,,,,61,T,0,,4,ST JOHN'S A,1982-04-26 00:00:00,8.6,0,0,16.9,19,,,,,,26,1982,,,0,9.4,0.2,,0,,8403506.1982.4.26,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,4,ST JOHN'S A,1982-04-27 00:00:00,11.3,0,0,20,0,,,,,,27,1982,,,0,6.7,2.5,,0,,8403506.1982.4.27,8403506,NL,
-52.742777777777775,47.62222222222222,,,,43,,0,,4,ST JOHN'S A,1982-04-28 00:00:00,12.7,0,0,18.9,21,,,,,,28,1982,,,0,5.3,6.4,,0,,8403506.1982.4.28,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,,0,,4,ST JOHN'S A,1982-04-29 00:00:00,6.6,0,0,11.4,16,,,,,,29,1982,,,0,11.4,1.8,,0,,8403506.1982.4.29,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,4,ST JOHN'S A,1982-04-30 00:00:00,4.1,0,0,6.9,0,,,,T,,30,1982,,,0,13.9,1.3,T,0,,8403506.1982.4.30,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-01 00:00:00,7.1,0,0,10.2,0,,,,T,,1,1982,,,0,10.9,4,T,0,,8403506.1982.5.1,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-02 00:00:00,5.1,0,0,7.3,0,,,,,,2,1982,,,0,12.9,2.8,,0,,8403506.1982.5.2,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-03 00:00:00,5.7,0,3.8,8.4,0,,,,,,3,1982,,,0,12.3,2.9,,3.8,,8403506.1982.5.3,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-04 00:00:00,10.1,0,0.8,14.7,0,,,,,,4,1982,,,0,7.9,5.4,,0.8,,8403506.1982.5.4,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-05 00:00:00,9.8,0,2.2,14.8,0,,,,,,5,1982,,,0,8.2,4.8,,2.2,,8403506.1982.5.5,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-06 00:00:00,12.4,0,0,16.8,0,,,,T,,6,1982,,,0,5.6,8,T,0,,8403506.1982.5.6,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-07 00:00:00,7.1,0,0,14.2,0,,,,,,7,1982,,,0,10.9,0,,0,,8403506.1982.5.7,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-08 00:00:00,4.2,0,2,9.4,0,,,,,,8,1982,,,0,13.8,-1,,2,,8403506.1982.5.8,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-09 00:00:00,5.4,0,18.6,7.4,0,,,,,,9,1982,,,0,12.6,3.4,,18.6,,8403506.1982.5.9,8403506,NL,
-52.742777777777775,47.62222222222222,,,,37,,0,,5,ST JOHN'S A,1982-05-10 00:00:00,4.6,0,7,6.9,10,,,,,,10,1982,,,0,13.4,2.2,,7,,8403506.1982.5.10,8403506,NL,
-52.742777777777775,47.62222222222222,,,,37,,0,,5,ST JOHN'S A,1982-05-11 00:00:00,3.7,0,1,6.2,32,,,,,,11,1982,,,0,14.3,1.2,,1,,8403506.1982.5.11,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-12 00:00:00,2.3,0,21.4,3.6,0,,,,,,12,1982,,,0,15.7,1,,21.4,,8403506.1982.5.12,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-13 00:00:00,3.6,0,30.6,5.2,0,,,,,,13,1982,,,0,14.4,2,,30.6,,8403506.1982.5.13,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-14 00:00:00,3,0,26.8,4.3,0,,,,,,14,1982,,,0,15,1.7,,26.8,,8403506.1982.5.14,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-15 00:00:00,2.3,0,10.5,3.6,0,,,,,,15,1982,,,0,15.7,1,,10.5,,8403506.1982.5.15,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-16 00:00:00,2.4,0,0.8,4.2,0,,,,,,16,1982,,,0.2,15.6,0.6,,0.6,,8403506.1982.5.16,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-17 00:00:00,3.2,0,14.6,5.6,0,,,,,,17,1982,,,0.6,14.8,0.7,,14,,8403506.1982.5.17,8403506,NL,
-52.742777777777775,47.62222222222222,,,,57,,0,,5,ST JOHN'S A,1982-05-18 00:00:00,4.4,0,10.8,7.1,36,,,,,,18,1982,,,0,13.6,1.7,,10.8,,8403506.1982.5.18,8403506,NL,
-52.742777777777775,47.62222222222222,,,,63,,0,,5,ST JOHN'S A,1982-05-19 00:00:00,3.1,0,0.6,5.1,36,,,,,,19,1982,,,0,14.9,1,,0.6,,8403506.1982.5.19,8403506,NL,
-52.742777777777775,47.62222222222222,,,,52,,0,,5,ST JOHN'S A,1982-05-20 00:00:00,4.7,0,14.2,8.2,17,T,,,,,20,1982,,,0,13.3,1.2,,14.2,,8403506.1982.5.20,8403506,NL,
-52.742777777777775,47.62222222222222,,,,56,,0,,5,ST JOHN'S A,1982-05-21 00:00:00,7.2,0,1,13.5,24,,,,,,21,1982,,,0,10.8,0.8,,1,,8403506.1982.5.21,8403506,NL,
-52.742777777777775,47.62222222222222,,,,63,,0,,5,ST JOHN'S A,1982-05-22 00:00:00,5.4,0,0,10.2,27,,,,,,22,1982,,,0,12.6,0.6,,0,,8403506.1982.5.22,8403506,NL,
-52.742777777777775,47.62222222222222,,,,46,,0,,5,ST JOHN'S A,1982-05-23 00:00:00,6.3,0,0,15.2,30,,,,,,23,1982,,,0,11.7,-2.7,,0,,8403506.1982.5.23,8403506,NL,
-52.742777777777775,47.62222222222222,,,,46,,0,,5,ST JOHN'S A,1982-05-24 00:00:00,7.4,0,0,17.7,25,,,,,,24,1982,,,0,10.6,-3,,0,,8403506.1982.5.24,8403506,NL,
-52.742777777777775,47.62222222222222,,,,67,,0,,5,ST JOHN'S A,1982-05-25 00:00:00,8.8,0,0,14.7,25,,,,,,25,1982,,,0,9.2,2.8,,0,,8403506.1982.5.25,8403506,NL,
-52.742777777777775,47.62222222222222,,,,63,,0,,5,ST JOHN'S A,1982-05-26 00:00:00,9,0,0,17.5,22,,,,T,,26,1982,,,0,9,0.4,T,0,,8403506.1982.5.26,8403506,NL,
-52.742777777777775,47.62222222222222,,,,67,,0,,5,ST JOHN'S A,1982-05-27 00:00:00,5.9,0,0,11.6,29,,,,T,,27,1982,,,0,12.1,0.2,T,0,,8403506.1982.5.27,8403506,NL,
-52.742777777777775,47.62222222222222,,,,56,,0,,5,ST JOHN'S A,1982-05-28 00:00:00,5,0,0,12,29,,,,,,28,1982,,,0,13,-2,,0,,8403506.1982.5.28,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-29 00:00:00,2.7,0,0,7.4,0,,,,T,,29,1982,,,0,15.3,-2,T,0,,8403506.1982.5.29,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,5,ST JOHN'S A,1982-05-30 00:00:00,0.8,0,0,4.6,0,,,,,,30,1982,,,0,17.2,-3,,0,,8403506.1982.5.30,8403506,NL,
-52.742777777777775,47.62222222222222,,,,37,,0,,5,ST JOHN'S A,1982-05-31 00:00:00,7.5,0,0,15.2,21,,,,,,31,1982,,,0,10.5,-0.3,,0,,8403506.1982.5.31,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-01 00:00:00,3.6,0,0,6.4,0,,,,,,1,1982,,,0,14.4,0.8,,0,,8403506.1982.6.1,8403506,NL,
-52.742777777777775,47.62222222222222,,,,46,,0,,6,ST JOHN'S A,1982-06-02 00:00:00,3.9,0,0,7.2,16,,,,,,2,1982,,,0,14.1,0.6,,0,,8403506.1982.6.2,8403506,NL,
-52.742777777777775,47.62222222222222,,,,70,,0,,6,ST JOHN'S A,1982-06-03 00:00:00,9.3,0,1.6,15,16,,,,,,3,1982,,,0,8.7,3.5,,1.6,,8403506.1982.6.3,8403506,NL,
-52.742777777777775,47.62222222222222,,,,35,,0,,6,ST JOHN'S A,1982-06-04 00:00:00,8.7,0,0,13.9,4,,,,,,4,1982,,,0,9.3,3.5,,0,,8403506.1982.6.4,8403506,NL,
-52.742777777777775,47.62222222222222,,,,56,,0,,6,ST JOHN'S A,1982-06-05 00:00:00,10.7,0,0,17.7,23,,,,,,5,1982,,,0,7.3,3.7,,0,,8403506.1982.6.5,8403506,NL,
-52.742777777777775,47.62222222222222,,,,33,,0,,6,ST JOHN'S A,1982-06-06 00:00:00,6.7,0,0,14.4,24,,,,,,6,1982,,,0,11.3,-1,,0,,8403506.1982.6.6,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-07 00:00:00,4.7,0,0,11.6,0,,,,,,7,1982,,,0,13.3,-2.2,,0,,8403506.1982.6.7,8403506,NL,
-52.742777777777775,47.62222222222222,,,,50,,0,,6,ST JOHN'S A,1982-06-08 00:00:00,11.1,0,0,19,24,,,,,,8,1982,,,0,6.9,3.1,,0,,8403506.1982.6.8,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-09 00:00:00,1.9,0,0,4.4,0,,,,T,,9,1982,,,0,16.1,-0.6,T,0,,8403506.1982.6.9,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-10 00:00:00,3.3,0,0,6.6,0,,,,T,,10,1982,,,0,14.7,0,T,0,,8403506.1982.6.10,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-11 00:00:00,4.7,0,0.4,8.2,0,,,,,,11,1982,,,0,13.3,1.2,,0.4,,8403506.1982.6.11,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-12 00:00:00,5.3,0,0,11,0,,,,,,12,1982,,,0,12.7,-0.5,,0,,8403506.1982.6.12,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-13 00:00:00,5.8,0,0,12.4,0,,,,,,13,1982,,,0,12.2,-0.8,,0,,8403506.1982.6.13,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-14 00:00:00,5.8,0,0,12.7,0,,,,,,14,1982,,,0,12.2,-1.1,,0,,8403506.1982.6.14,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,,0,,6,ST JOHN'S A,1982-06-15 00:00:00,8.8,0,2.6,13.5,15,,,,,,15,1982,,,0,9.2,4,,2.6,,8403506.1982.6.15,8403506,NL,
-52.742777777777775,47.62222222222222,,,,61,,0,,6,ST JOHN'S A,1982-06-16 00:00:00,6,0,37.6,7.2,6,,,,,,16,1982,,,0,12,4.8,,37.6,,8403506.1982.6.16,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-17 00:00:00,10.8,0,0.8,16.7,0,,,,,,17,1982,,,0,7.2,4.8,,0.8,,8403506.1982.6.17,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-18 00:00:00,7,0,0,10.1,0,,,,T,,18,1982,,,0,11,3.9,T,0,,8403506.1982.6.18,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-19 00:00:00,10.6,0,0.4,14.6,0,,,,,,19,1982,,,0,7.4,6.6,,0.4,,8403506.1982.6.19,8403506,NL,
-52.742777777777775,47.62222222222222,,,,85,,0,,6,ST JOHN'S A,1982-06-20 00:00:00,7.1,0,51.8,8.6,6,,,,,,20,1982,,,0,10.9,5.6,,51.8,,8403506.1982.6.20,8403506,NL,
-52.742777777777775,47.62222222222222,,,,74,,0,,6,ST JOHN'S A,1982-06-21 00:00:00,5.9,0,6.8,8.5,1,,,,,,21,1982,,,0,12.1,3.3,,6.8,,8403506.1982.6.21,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-22 00:00:00,7.7,0,1.2,11.2,0,,,,,,22,1982,,,0,10.3,4.2,,1.2,,8403506.1982.6.22,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-23 00:00:00,5.3,0,1.2,7,0,,,,,,23,1982,,,0,12.7,3.5,,1.2,,8403506.1982.6.23,8403506,NL,
-52.742777777777775,47.62222222222222,,,,54,,0,,6,ST JOHN'S A,1982-06-24 00:00:00,6.8,0,16.8,9.4,16,,,,,,24,1982,,,0,11.2,4.2,,16.8,,8403506.1982.6.24,8403506,NL,
-52.742777777777775,47.62222222222222,,,,48,,0,,6,ST JOHN'S A,1982-06-25 00:00:00,7.8,0,2.2,10.6,24,,,,,,25,1982,,,0,10.2,5,,2.2,,8403506.1982.6.25,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-26 00:00:00,7.3,0,0,10.4,0,,,,T,,26,1982,,,0,10.7,4.2,T,0,,8403506.1982.6.26,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,,0,,6,ST JOHN'S A,1982-06-27 00:00:00,7.6,0,5.8,10.6,17,,,,,,27,1982,,,0,10.4,4.6,,5.8,,8403506.1982.6.27,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-28 00:00:00,5.6,0,0.6,8.5,0,,,,,,28,1982,,,0,12.4,2.6,,0.6,,8403506.1982.6.28,8403506,NL,
-52.742777777777775,47.62222222222222,,,,0,,0,,6,ST JOHN'S A,1982-06-29 00:00:00,11,0,0,16.5,0,,,,,,29,1982,,,0,7,5.4,,0,,8403506.1982.6.29,8403506,NL,
-52.742777777777775,47.62222222222222,,,,74,,0,,6,ST JOHN'S A,1982-06-30 00:00:00,9.3,0,25.1,13.6,15,,,,,,30,1982,,,0,8.7,5,,25.1,,8403506.1982.6.30,8403506,NL,
-52.742777777777775,47.62222222222222,,,,44,,0,,7,ST JOHN'S A,1982-07-01 00:00:00,16.2,0,2.6,22.4,22,,,,,,1,1982,,,0,1.8,10,,2.6,,8403506.1982.7.1,8403506,NL,
-52.742777777777775,47.62222222222222,,,,63,,0,,7,ST JOHN'S A,1982-07-02 00:00:00,14.7,0,0,20,23,,,,,,2,1982,,,0,3.3,9.4,,0,,8403506.1982.7.2,8403506,NL,
-52.742777777777775,47.62222222222222,,,,61,,0,,7,ST JOHN'S A,1982-07-03 00:00:00,17,0,0.6,25.4,22,,,,,,3,1982,,,0,1,8.6,,0.6,,8403506.1982.7.3,8403506,NL,
-52.742777777777775,47.62222222222222,,,,54,,0,,7,ST JOHN'S A,1982-07-04 00:00:00,12.6,0,0,19,23,,,,,,4,1982,,,0,5.4,6.2,,0,,8403506.1982.7.4,8403506,NL,
-52.742777777777775,47.62222222222222,,,,35,,0,,7,ST JOHN'S A,1982-07-05 00:00:00,11.7,0,0,18.7,24,,,,,,5,1982,,,0,6.3,4.6,,0,,8403506.1982.7.5,8403506,NL,
